Flight Time	 ECEF-X-POS	 ECEF-Y-POS	 ECEF-Z-POS	 ECEF-X-VEL	 ECEF-Y-VEL	 ECEF-Z-VEL	 Lat	 Long	 Alt	 rV Sample Number	 SVs Used	 SNR 1	 SNR 2	 SNR 3	 SNR 4	 SNR 5	 SNR 6	 SNR 7	 SNR 8	 SNR 9	 SNR 10	 SNR 11	 SNR 12	 SNR 13	 SNR 14	 SNR 15	 SNR 16	 SNR 17	 SNR 18	 SNR 19	 SNR 20	 SNR 21	 SNR 22	 SNR 23	 SNR 24	 SNR 25	 SNR 26	 SNR 27	 SNR 28	 SNR 29	 SNR 30	 SNR 31	 SNR 32	 SNR 133	 SNR 135	 SNR 138	 GPS Time (mSec of week)	 
-111.4	-2268306.686	-1445841.941	5764015.937	-0.0184	0.0219	0.0047	65.129882	-147.486146	0.221588	34574	10	0	46	0	47	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	41	0	46	0	43	42	0	0	44	0	50	0	0	0	0	373706600	 
-111.35	-2268306.686	-1445841.942	5764015.937	0.0061	0.0342	0.0326	65.129882	-147.486146	0.221588	34575	10	0	46	0	47	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	41	0	46	0	43	41	0	0	44	0	50	0	0	0	0	373706650	 
-111.3	-2268306.686	-1445841.942	5764015.937	0.0081	0.0151	0.033	65.129882	-147.486146	0.221588	34576	10	0	46	0	47	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	46	0	43	41	0	0	44	0	50	0	0	0	0	373706700	 
-111.25	-2268306.686	-1445841.942	5764015.937	-0.0027	0.0117	0.0486	65.129882	-147.486146	0.221588	34577	10	0	46	0	47	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	46	0	43	41	0	0	44	0	50	0	0	0	0	373706750	 
-111.2	-2268306.686	-1445841.941	5764015.938	0.0054	0.0384	0.001	65.129882	-147.486146	0.221588	34578	10	0	46	0	47	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	46	0	43	41	0	0	44	0	50	0	0	0	0	373706800	 
-111.15	-2268306.686	-1445841.941	5764015.938	-0.0128	0.0169	0.0197	65.129882	-147.486146	0.221588	34579	10	0	46	0	47	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	45	0	43	41	0	0	44	0	50	0	0	0	0	373706850	 
-111.1	-2268306.686	-1445841.942	5764015.938	-0.0101	0.0215	0.0643	65.129882	-147.486146	0.221589	34580	10	0	46	0	47	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	45	0	43	41	0	0	44	0	51	0	0	0	0	373706900	 
-111.05	-2268306.686	-1445841.941	5764015.938	0.0059	0.0368	0.0204	65.129882	-147.486146	0.221589	34581	10	0	46	0	47	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	45	0	43	41	0	0	44	0	51	0	0	0	0	373706950	 
-111	-2268306.686	-1445841.941	5764015.938	0.0018	0.0355	-0.0037	65.129882	-147.486146	0.221589	34582	10	0	46	0	47	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	45	0	43	41	0	0	44	0	51	0	0	0	0	373707000	 
-110.95	-2268306.686	-1445841.943	5764015.938	-0.0037	0.0156	0.0328	65.129882	-147.486146	0.221589	34583	10	0	46	0	47	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	45	0	43	41	0	0	44	0	51	0	0	0	0	373707050	 
-110.9	-2268306.686	-1445841.916	5764015.939	-0.0044	0.0213	0.0129	65.129882	-147.486146	0.221584	34584	10	0	46	0	46	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	45	0	43	41	0	0	44	0	51	0	0	0	0	373707100	 
-110.85	-2268306.686	-1445841.915	5764015.939	0.012	0.0197	0.0248	65.129882	-147.486146	0.221584	34585	10	0	46	0	46	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	45	0	44	41	0	0	44	0	51	0	0	0	0	373707150	 
-110.8	-2268306.686	-1445841.917	5764015.939	0.0126	0.0212	0.0141	65.129882	-147.486146	0.221584	34586	10	0	46	0	46	48	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	45	0	44	42	0	0	44	0	51	0	0	0	0	373707200	 
-110.75	-2268306.661	-1445841.917	5764015.913	0.008	0.0242	0.0056	65.129882	-147.486146	0.221552	34587	10	0	46	0	46	48	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	43	0	45	0	44	42	0	0	44	0	51	0	0	0	0	373707250	 
-110.7	-2268306.661	-1445841.917	5764015.913	0.0117	0.0221	-0.0182	65.129882	-147.486146	0.221552	34588	10	0	46	0	46	48	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	43	0	45	0	44	42	0	0	44	0	51	0	0	0	0	373707300	 
-110.65	-2268306.661	-1445841.918	5764015.913	-0.0056	0.0178	0.0462	65.129882	-147.486146	0.221552	34589	10	0	46	0	46	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	43	0	45	0	44	42	0	0	44	0	51	0	0	0	0	373707350	 
-110.6	-2268306.661	-1445841.916	5764015.914	0.0137	0.0377	-0.0376	65.129882	-147.486146	0.221552	34590	10	0	46	0	46	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	43	0	46	0	44	42	0	0	44	0	51	0	0	0	0	373707400	 
-110.55	-2268306.661	-1445841.916	5764015.914	0.0127	0.0354	-0.0182	65.129882	-147.486146	0.221552	34591	10	0	46	0	46	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	43	0	46	0	44	42	0	0	44	0	50	0	0	0	0	373707450	 
-110.5	-2268306.661	-1445841.916	5764015.914	0.0074	0.0307	-0.053	65.129882	-147.486146	0.221552	34592	10	0	46	0	46	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	43	0	46	0	44	42	0	0	44	0	50	0	0	0	0	373707500	 
-110.45	-2268306.661	-1445841.917	5764015.914	0.0011	0.0339	-0.0409	65.129882	-147.486146	0.221552	34593	10	0	46	0	46	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	43	0	46	0	44	42	0	0	44	0	50	0	0	0	0	373707550	 
-110.4	-2268306.661	-1445841.917	5764015.914	0.0299	0.0385	-0.0519	65.129882	-147.486146	0.221552	34594	10	0	47	0	46	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	43	0	46	0	44	42	0	0	44	0	50	0	0	0	0	373707600	 
-110.35	-2268306.661	-1445841.916	5764015.914	0.0064	0.0399	-0.0113	65.129882	-147.486146	0.221552	34595	10	0	47	0	47	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	43	0	46	0	44	42	0	0	44	0	50	0	0	0	0	373707650	 
-110.3	-2268306.661	-1445841.916	5764015.914	0.0104	0.0412	0.0081	65.129882	-147.486146	0.221553	34596	10	0	47	0	47	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	43	0	46	0	43	42	0	0	45	0	50	0	0	0	0	373707700	 
-110.25	-2268306.661	-1445841.916	5764015.889	0.0106	0.0547	-0.0292	65.129882	-147.486146	0.221529	34597	10	0	47	0	47	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	43	0	46	0	43	43	0	0	45	0	50	0	0	0	0	373707750	 
-110.2	-2268306.661	-1445841.918	5764015.889	0.0128	0.0334	-0.0333	65.129882	-147.486146	0.22153	34598	10	0	47	0	47	47	0	0	0	50	0	0	43	0	0	0	0	0	0	0	0	44	0	46	0	43	43	0	0	45	0	50	0	0	0	0	373707800	 
-110.15	-2268306.661	-1445841.891	5764015.889	0.0127	0.0278	-0.0235	65.129882	-147.486146	0.221524	34599	10	0	47	0	47	47	0	0	0	50	0	0	43	0	0	0	0	0	0	0	0	44	0	46	0	43	43	0	0	45	0	50	0	0	0	0	373707850	 
-110.1	-2268306.635	-1445841.891	5764015.889	0.0168	0.0092	0.0058	65.129882	-147.486146	0.221515	34600	10	0	47	0	47	47	0	0	0	50	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	43	43	0	0	45	0	50	0	0	0	0	373707900	 
-110.05	-2268306.635	-1445841.892	5764015.889	0.0309	0.0233	-0.0269	65.129882	-147.486146	0.221515	34601	10	0	47	0	47	47	0	0	0	50	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	43	43	0	0	45	0	50	0	0	0	0	373707950	 
-110	-2268306.635	-1445841.892	5764015.864	0.0188	0.0485	-0.1	65.129882	-147.486146	0.221492	34602	10	0	47	0	47	47	0	0	0	50	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	43	43	0	0	45	0	50	0	0	0	0	373708000	 
-109.95	-2268306.635	-1445841.891	5764015.864	0.0069	0.0401	-0.0142	65.129882	-147.486146	0.221492	34603	10	0	47	0	47	47	0	0	0	50	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	43	43	0	0	45	0	50	0	0	0	0	373708050	 
-109.9	-2268306.635	-1445841.892	5764015.864	-0.0149	0.0334	-0.017	65.129882	-147.486146	0.221492	34604	10	0	47	0	47	47	0	0	0	48	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	43	43	0	0	45	0	50	0	0	0	0	373708100	 
-109.85	-2268306.635	-1445841.893	5764015.864	-0.0035	0.0361	-0.0069	65.129882	-147.486146	0.221492	34605	10	0	46	0	47	47	0	0	0	48	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	43	43	0	0	45	0	50	0	0	0	0	373708150	 
-109.8	-2268306.635	-1445841.892	5764015.864	0.0137	0.0199	-0.0598	65.129882	-147.486146	0.221492	34606	10	0	46	0	46	47	0	0	0	48	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	43	43	0	0	45	0	50	0	0	0	0	373708200	 
-109.75	-2268306.635	-1445841.893	5764015.838	0.0156	0.0126	-0.0889	65.129882	-147.486146	0.221469	34607	10	0	46	0	46	47	0	0	0	48	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	43	43	0	0	45	0	50	0	0	0	0	373708250	 
-109.7	-2268306.635	-1445841.892	5764015.839	0.0189	0.0409	-0.0034	65.129882	-147.486146	0.221469	34608	10	0	46	0	46	47	0	0	0	48	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	43	42	0	0	45	0	50	0	0	0	0	373708300	 
-109.65	-2268306.635	-1445841.891	5764015.839	0.0051	0.0234	-0.0279	65.129882	-147.486146	0.221469	34609	10	0	46	0	46	47	0	0	0	48	0	0	44	0	0	0	0	0	0	0	0	44	0	47	0	43	42	0	0	45	0	50	0	0	0	0	373708350	 
-109.6	-2268306.635	-1445841.892	5764015.839	-0.0147	0.0152	-0.0474	65.129882	-147.486146	0.221469	34610	10	0	46	0	46	46	0	0	0	48	0	0	44	0	0	0	0	0	0	0	0	44	0	47	0	43	42	0	0	45	0	50	0	0	0	0	373708400	 
-109.55	-2268306.635	-1445841.893	5764015.839	0.0077	0.0108	-0.0149	65.129882	-147.486146	0.22147	34611	10	0	46	0	46	46	0	0	0	48	0	0	44	0	0	0	0	0	0	0	0	44	0	48	0	43	42	0	0	45	0	50	0	0	0	0	373708450	 
-109.5	-2268306.635	-1445841.893	5764015.839	0.0024	0.0374	-0.0398	65.129882	-147.486146	0.22147	34612	10	0	46	0	46	46	0	0	0	48	0	0	44	0	0	0	0	0	0	0	0	44	0	48	0	43	42	0	0	45	0	50	0	0	0	0	373708500	 
-109.45	-2268306.635	-1445841.892	5764015.813	-0.0047	0.0269	-0.0486	65.129882	-147.486146	0.221446	34613	10	0	46	0	46	46	0	0	0	48	0	0	44	0	0	0	0	0	0	0	0	44	0	48	0	43	42	0	0	45	0	51	0	0	0	0	373708550	 
-109.4	-2268306.61	-1445841.892	5764015.813	0.0051	0.0356	-0.0495	65.129882	-147.486146	0.221437	34614	10	0	46	0	46	46	0	0	0	48	0	0	44	0	0	0	0	0	0	0	0	44	0	48	0	43	42	0	0	45	0	51	0	0	0	0	373708600	 
-109.35	-2268306.61	-1445841.891	5764015.813	0.0141	0.0276	-0.0059	65.129882	-147.486146	0.221437	34615	10	0	46	0	46	46	0	0	0	51	0	0	44	0	0	0	0	0	0	0	0	44	0	48	0	43	42	0	0	45	0	51	0	0	0	0	373708650	 
-109.3	-2268306.61	-1445841.892	5764015.813	0.0078	0.0296	-0.0299	65.129882	-147.486146	0.221437	34616	10	0	47	0	46	46	0	0	0	51	0	0	44	0	0	0	0	0	0	0	0	44	0	48	0	43	42	0	0	45	0	51	0	0	0	0	373708700	 
-109.25	-2268306.61	-1445841.892	5764015.813	0.0026	0.0056	0.0425	65.129882	-147.486146	0.221437	34617	10	0	47	0	46	46	0	0	0	51	0	0	44	0	0	0	0	0	0	0	0	44	0	48	0	43	42	0	0	45	0	51	0	0	0	0	373708750	 
-109.2	-2268306.61	-1445841.892	5764015.813	0.0045	0.011	-0.005	65.129882	-147.486146	0.221437	34618	10	0	47	0	46	46	0	0	0	51	0	0	44	0	0	0	0	0	0	0	0	44	0	48	0	42	42	0	0	44	0	51	0	0	0	0	373708800	 
-109.15	-2268306.61	-1445841.892	5764015.788	-0.0109	0.0201	-0.0139	65.129882	-147.486146	0.221414	34619	10	0	47	0	46	46	0	0	0	51	0	0	44	0	0	0	0	0	0	0	0	44	0	48	0	42	42	0	0	44	0	51	0	0	0	0	373708850	 
-109.1	-2268306.61	-1445841.892	5764015.788	0.0143	0.023	-0.0553	65.129882	-147.486146	0.221414	34620	10	0	47	0	46	46	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	43	0	48	0	42	42	0	0	44	0	51	0	0	0	0	373708900	 
-109.05	-2268306.61	-1445841.893	5764015.788	0.0108	0.0199	-0.0776	65.129882	-147.486146	0.221414	34621	10	0	47	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	43	0	48	0	42	42	0	0	44	0	51	0	0	0	0	373708950	 
-109	-2268306.61	-1445841.891	5764015.788	0.0305	0.0017	-0.0351	65.129882	-147.486146	0.221414	34622	10	0	47	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	43	0	47	0	42	42	0	0	44	0	51	0	0	0	0	373709000	 
-108.95	-2268306.61	-1445841.893	5764015.788	0.0147	0.0162	-0.0071	65.129882	-147.486146	0.221414	34623	10	0	47	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	43	0	47	0	42	42	0	0	44	0	51	0	0	0	0	373709050	 
-108.9	-2268306.61	-1445841.893	5764015.762	0.0281	0.0208	-0.0578	65.129882	-147.486146	0.221391	34624	10	0	47	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	43	0	47	0	42	42	0	0	44	0	50	0	0	0	0	373709100	 
-108.85	-2268306.61	-1445841.892	5764015.762	0.0265	0.0455	-0.0916	65.129882	-147.486146	0.221391	34625	10	0	47	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	43	0	47	0	42	42	0	0	44	0	50	0	0	0	0	373709150	 
-108.8	-2268306.61	-1445841.893	5764015.762	-0.0147	0.0147	0.0075	65.129882	-147.486146	0.221391	34626	10	0	47	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	43	0	47	0	42	42	0	0	44	0	50	0	0	0	0	373709200	 
-108.75	-2268306.61	-1445841.892	5764015.762	0.0142	0.011	-0.0029	65.129882	-147.486146	0.221391	34627	10	0	46	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	43	0	47	0	42	42	0	0	44	0	50	0	0	0	0	373709250	 
-108.7	-2268306.61	-1445841.892	5764015.762	-0.0183	-0.0012	0.0674	65.129882	-147.486146	0.221391	34628	10	0	46	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	43	0	47	0	42	42	0	0	44	0	50	0	0	0	0	373709300	 
-108.65	-2268306.61	-1445841.892	5764015.762	0.0114	0.0274	-0.0204	65.129882	-147.486146	0.221391	34629	10	0	46	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	43	0	47	0	42	42	0	0	45	0	50	0	0	0	0	373709350	 
-108.6	-2268306.584	-1445841.891	5764015.762	0.0144	0.027	-0.0526	65.129882	-147.486146	0.221382	34630	10	0	46	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	43	0	47	0	42	43	0	0	45	0	50	0	0	0	0	373709400	 
-108.55	-2268306.584	-1445841.893	5764015.737	0.0008	0.0063	-0.0331	65.129882	-147.486146	0.221359	34631	10	0	46	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	42	43	0	0	45	0	50	0	0	0	0	373709450	 
-108.5	-2268306.584	-1445841.891	5764015.737	0.0145	0.0035	-0.0354	65.129882	-147.486146	0.221358	34632	10	0	46	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	42	43	0	0	45	0	50	0	0	0	0	373709500	 
-108.45	-2268306.584	-1445841.892	5764015.737	0.0232	0.0203	-0.039	65.129882	-147.486146	0.221359	34633	10	0	46	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	42	43	0	0	45	0	50	0	0	0	0	373709550	 
-108.4	-2268306.584	-1445841.892	5764015.737	-0.0063	-0.005	-0.0347	65.129882	-147.486146	0.221359	34634	10	0	46	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	42	43	0	0	45	0	50	0	0	0	0	373709600	 
-108.35	-2268306.584	-1445841.891	5764015.737	-0.0224	-0.0175	-0.0299	65.129882	-147.486146	0.221358	34635	10	0	46	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	42	43	0	0	45	0	50	0	0	0	0	373709650	 
-108.3	-2268306.584	-1445841.892	5764015.711	0.0175	-0.0001	-0.0687	65.129882	-147.486146	0.221335	34636	10	0	46	0	46	47	0	0	0	51	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	42	43	0	0	45	0	50	0	0	0	0	373709700	 
-108.25	-2268306.584	-1445841.891	5764015.711	0.0201	-0.0089	-0.0257	65.129882	-147.486146	0.221335	34637	10	0	46	0	46	47	0	0	0	50	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	42	43	0	0	45	0	50	0	0	0	0	373709750	 
-108.2	-2268306.584	-1445841.891	5764015.711	0.0082	-0.0016	-0.0471	65.129882	-147.486146	0.221335	34638	10	0	47	0	46	47	0	0	0	50	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	42	43	0	0	45	0	50	0	0	0	0	373709800	 
-108.15	-2268306.584	-1445841.89	5764015.711	-0.0022	0.021	0.0081	65.129882	-147.486146	0.221335	34639	10	0	47	0	46	47	0	0	0	50	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	42	43	0	0	45	0	50	0	0	0	0	373709850	 
-108.1	-2268306.584	-1445841.893	5764015.711	-0.0145	0.0095	-0.0327	65.129882	-147.486146	0.221335	34640	10	0	47	0	46	47	0	0	0	50	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	44	43	0	0	45	0	50	0	0	0	0	373709900	 
-108.05	-2268306.584	-1445841.892	5764015.711	0.0039	0.0073	-0.0169	65.129882	-147.486146	0.221335	34641	10	0	47	0	46	47	0	0	0	50	0	0	43	0	0	0	0	0	0	0	0	44	0	47	0	44	42	0	0	45	0	50	0	0	0	0	373709950	 
-108	-2268306.584	-1445841.892	5764015.711	-0.0314	-0.0174	-0.0218	65.129882	-147.486146	0.221335	34642	10	0	47	0	46	47	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	47	0	44	42	0	0	45	0	50	0	0	0	0	373710000	 
-107.95	-2268306.584	-1445841.892	5764015.685	0.0077	0.007	-0.0218	65.129882	-147.486146	0.221312	34643	10	0	47	0	46	46	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	47	0	44	42	0	0	45	0	50	0	0	0	0	373710050	 
-107.9	-2268306.584	-1445841.892	5764015.685	-0.004	-0.013	-0.0458	65.129882	-147.486146	0.221312	34644	10	0	47	0	46	46	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	49	0	44	42	0	0	45	0	50	0	0	0	0	373710100	 
-107.85	-2268306.558	-1445841.892	5764015.685	0.0189	0.0268	-0.0456	65.129882	-147.486145	0.221303	34645	10	0	47	0	46	46	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	49	0	44	42	0	0	45	0	50	0	0	0	0	373710150	 
-107.8	-2268306.558	-1445841.892	5764015.685	0.0085	0.0153	-0.0467	65.129882	-147.486145	0.221303	34646	10	0	47	0	46	46	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	49	0	44	42	0	0	45	0	52	0	0	0	0	373710200	 
-107.75	-2268306.558	-1445841.892	5764015.659	0.0084	0.0317	-0.0662	65.129882	-147.486145	0.22128	34647	10	0	47	0	46	46	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	42	0	49	0	44	42	0	0	45	0	52	0	0	0	0	373710250	 
-107.7	-2268306.558	-1445841.891	5764015.685	0.0119	0.0021	-0.0171	65.129882	-147.486145	0.221302	34648	10	0	47	0	46	46	0	0	0	49	0	0	44	0	0	0	0	0	0	0	0	42	0	49	0	44	42	0	0	45	0	52	0	0	0	0	373710300	 
-107.65	-2268306.558	-1445841.893	5764015.659	-0.009	-0.0089	-0.0136	65.129882	-147.486145	0.221279	34649	10	0	47	0	46	46	0	0	0	49	0	0	44	0	0	0	0	0	0	0	0	42	0	49	0	44	42	0	0	45	0	52	0	0	0	0	373710350	 
-107.6	-2268306.558	-1445841.892	5764015.659	-0.0151	-0.0005	-0.0631	65.129882	-147.486145	0.221279	34650	10	0	47	0	47	46	0	0	0	49	0	0	44	0	0	0	0	0	0	0	0	42	0	49	0	44	42	0	0	45	0	52	0	0	0	0	373710400	 
-107.55	-2268306.558	-1445841.891	5764015.659	-0.0014	0.0034	-0.0205	65.129882	-147.486145	0.221279	34651	10	0	47	0	47	46	0	0	0	49	0	0	44	0	0	0	0	0	0	0	0	42	0	49	0	42	42	0	0	45	0	52	0	0	0	0	373710450	 
-107.5	-2268306.558	-1445841.891	5764015.659	0.0074	0.0318	-0.0588	65.129882	-147.486145	0.221279	34652	10	0	47	0	47	46	0	0	0	49	0	0	44	0	0	0	0	0	0	0	0	42	0	49	0	42	41	0	0	45	0	52	0	0	0	0	373710500	 
-107.45	-2268306.558	-1445841.891	5764015.659	-0.0129	-0.0184	0.005	65.129882	-147.486145	0.221279	34653	10	0	47	0	47	46	0	0	0	49	0	0	45	0	0	0	0	0	0	0	0	44	0	49	0	42	41	0	0	45	0	52	0	0	0	0	373710550	 
-107.4	-2268306.558	-1445841.892	5764015.633	0.001	0.0204	-0.045	65.129882	-147.486145	0.221256	34654	10	0	47	0	47	47	0	0	0	49	0	0	45	0	0	0	0	0	0	0	0	44	0	49	0	42	41	0	0	45	0	52	0	0	0	0	373710600	 
-107.35	-2268306.558	-1445841.893	5764015.633	0.0121	0.0062	-0.0622	65.129882	-147.486145	0.221256	34655	10	0	47	0	47	47	0	0	0	49	0	0	45	0	0	0	0	0	0	0	0	44	0	47	0	42	41	0	0	45	0	52	0	0	0	0	373710650	 
-107.3	-2268306.558	-1445841.893	5764015.633	0.0067	0.0015	-0.0891	65.129882	-147.486145	0.221256	34656	10	0	47	0	47	47	0	0	0	49	0	0	45	0	0	0	0	0	0	0	0	44	0	47	0	42	41	0	0	45	0	52	0	0	0	0	373710700	 
-107.25	-2268306.558	-1445841.891	5764015.633	-0.0109	0.0033	-0.0331	65.129882	-147.486145	0.221255	34657	10	0	47	0	47	47	0	0	0	49	0	0	45	0	0	0	0	0	0	0	0	44	0	47	0	42	41	0	0	45	0	50	0	0	0	0	373710750	 
-107.2	-2268306.533	-1445841.892	5764015.633	-0.0064	0.0023	-0.0316	65.129882	-147.486145	0.221246	34658	10	0	47	0	47	47	0	0	0	49	0	0	45	0	0	0	0	0	0	0	0	44	0	47	0	42	41	0	0	45	0	50	0	0	0	0	373710800	 
-107.15	-2268306.533	-1445841.892	5764015.633	-0.0235	-0.0076	-0.0139	65.129882	-147.486145	0.221246	34659	10	0	47	0	47	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	44	0	47	0	42	41	0	0	45	0	50	0	0	0	0	373710850	 
-107.1	-2268306.533	-1445841.865	5764015.633	0.0055	0.0191	0.0212	65.129882	-147.486145	0.22124	34660	10	0	46	0	47	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	44	0	47	0	42	41	0	0	45	0	50	0	0	0	0	373710900	 
-107.05	-2268306.533	-1445841.866	5764015.608	0.0058	0.0372	-0.0194	65.129882	-147.486145	0.221217	34661	10	0	46	0	47	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	44	0	47	0	42	41	0	0	45	0	50	0	0	0	0	373710950	 
-107	-2268306.533	-1445841.892	5764015.607	-0.0051	0.0124	-0.036	65.129882	-147.486145	0.221223	34662	10	0	46	0	47	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	44	0	47	0	43	41	0	0	44	0	50	0	0	0	0	373711000	 
-106.95	-2268306.533	-1445841.867	5764015.607	0.0188	0.0179	-0.0491	65.129882	-147.486145	0.221217	34663	10	0	46	0	47	47	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	44	0	47	0	43	43	0	0	44	0	50	0	0	0	0	373711050	 
-106.9	-2268306.533	-1445841.891	5764015.607	0.0134	0.0095	-0.0681	65.129882	-147.486145	0.221223	34664	10	0	46	0	47	47	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	44	0	47	0	43	43	0	0	44	0	50	0	0	0	0	373711100	 
-106.85	-2268306.533	-1445841.891	5764015.607	0.0093	0.0037	-0.0392	65.129882	-147.486145	0.221223	34665	10	0	46	0	47	46	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	44	0	47	0	43	43	0	0	44	0	50	0	0	0	0	373711150	 
-106.8	-2268306.533	-1445841.892	5764015.607	0.0069	0.01	-0.0458	65.129882	-147.486145	0.221223	34666	10	0	46	0	47	46	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	44	0	46	0	43	43	0	0	44	0	50	0	0	0	0	373711200	 
-106.75	-2268306.533	-1445841.892	5764015.607	-0.0168	-0.0079	-0.0347	65.129882	-147.486145	0.221223	34667	10	0	46	0	47	46	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	44	0	46	0	43	43	0	0	44	0	50	0	0	0	0	373711250	 
-106.7	-2268306.533	-1445841.892	5764015.607	-0.013	-0.0025	0.0029	65.129882	-147.486145	0.221223	34668	10	0	46	0	47	46	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	44	0	46	0	43	43	0	0	44	0	50	0	0	0	0	373711300	 
-106.65	-2268306.533	-1445841.892	5764015.581	0.0078	-0.0009	-0.0372	65.129882	-147.486145	0.221199	34669	10	0	46	0	47	46	0	0	0	50	0	0	44	0	0	0	0	0	0	0	0	44	0	46	0	43	43	0	0	44	0	50	0	0	0	0	373711350	 
-106.6	-2268306.533	-1445841.892	5764015.607	-0.0028	-0.0022	0.0421	65.129882	-147.486145	0.221223	34670	10	0	46	0	47	46	0	0	0	49	0	0	44	0	0	0	0	0	0	0	0	44	0	46	0	43	43	0	0	44	0	50	0	0	0	0	373711400	 
-106.55	-2268306.533	-1445841.892	5764015.581	0.0214	-0.0038	-0.034	65.129882	-147.486145	0.221199	34671	10	0	47	0	47	46	0	0	0	49	0	0	44	0	0	0	0	0	0	0	0	44	0	46	0	43	43	0	0	44	0	50	0	0	0	0	373711450	 
